CustomerID,FirstName,LastName,Email,RegistrationDate,LoyaltyTier,PreferredStoreID,Customer Tenure
348,Emily,Smith,customer348@example.com,19-12-2022 00:00:00,Platinum,28,917
349,Mike,Jones,customer349@example.com,05-04-2023 00:00:00,Silver,22,810
350,John,Williams,customer350@example.com,10-05-2023 00:00:00,Gold,41,775
351,John,Jones,customer351@example.com,06-05-2022 00:00:00,Gold,17,1144
352,Emily,Williams,customer352@example.com,25-05-2020 00:00:00,Silver,26,1855
353,Emily,Brown,customer353@example.com,03-07-2022 00:00:00,Gold,44,1086
354,Sarah,Jones,customer354@example.com,19-09-2022 00:00:00,Silver,7,1008
355,David,Brown,customer355@example.com,29-08-2020 00:00:00,Gold,42,1759
356,Sarah,Johnson,customer356@example.com,03-08-2021 00:00:00,Platinum,26,1420
357,David,Johnson,customer357@example.com,17-11-2021 00:00:00,Bronze,25,1314
358,Sarah,Smith,customer358@example.com,27-04-2021 00:00:00,Bronze,10,1518
359,Mike,Jones,customer359@example.com,05-02-2023 00:00:00,Platinum,45,869
360,Emily,Brown,customer360@example.com,03-06-2023 00:00:00,Platinum,19,751
361,John,Williams,customer361@example.com,03-11-2021 00:00:00,Silver,11,1328
362,David,Johnson,customer362@example.com,22-09-2021 00:00:00,Silver,13,1370
363,David,Johnson,customer363@example.com,22-10-2021 00:00:00,Silver,8,1340
364,John,Williams,customer364@example.com,23-10-2021 00:00:00,Gold,40,1339
365,Sarah,Brown,customer365@example.com,26-12-2023 00:00:00,Silver,4,545
366,David,Brown,customer366@example.com,15-03-2022 00:00:00,Platinum,47,1196
367,Mike,Jones,customer367@example.com,22-02-2021 00:00:00,Bronze,31,1582
368,Emily,Jones,customer368@example.com,14-09-2022 00:00:00,Gold,28,1013
369,John,Garcia,customer369@example.com,29-03-2023 00:00:00,Silver,11,817
370,Emily,Garcia,customer370@example.com,11-10-2021 00:00:00,Gold,43,1351
371,David,Smith,customer371@example.com,26-08-2022 00:00:00,Gold,1,1032
372,David,Johnson,customer372@example.com,12-08-2021 00:00:00,Silver,49,1411
373,John,Jones,customer373@example.com,05-01-2023 00:00:00,Gold,47,900
374,Mike,Brown,customer374@example.com,23-05-2021 00:00:00,Bronze,38,1492
375,Jane,Williams,customer375@example.com,16-03-2021 00:00:00,Platinum,24,1560
376,John,Brown,customer376@example.com,01-07-2023 00:00:00,Platinum,47,723
377,Jane,Johnson,customer377@example.com,09-07-2022 00:00:00,Bronze,31,1080
378,Sarah,Garcia,customer378@example.com,08-02-2022 00:00:00,Gold,41,1231
379,Jane,Brown,customer379@example.com,05-09-2023 00:00:00,Silver,46,657
380,Mike,Smith,customer380@example.com,19-09-2020 00:00:00,Gold,50,1738
381,Sarah,Johnson,customer381@example.com,29-10-2023 00:00:00,Bronze,26,603
382,Jane,Garcia,customer382@example.com,28-09-2021 00:00:00,Gold,49,1364
383,Sarah,Williams,customer383@example.com,05-04-2023 00:00:00,Platinum,50,810
384,Jane,Garcia,customer384@example.com,03-04-2021 00:00:00,Gold,5,1542
385,Mike,Smith,customer385@example.com,25-09-2022 00:00:00,Bronze,20,1002
386,Jane,Johnson,customer386@example.com,27-07-2023 00:00:00,Platinum,41,697
387,Jane,Williams,customer387@example.com,30-11-2021 00:00:00,Gold,11,1301
388,Jane,Smith,customer388@example.com,28-10-2020 00:00:00,Gold,33,1699
389,John,Garcia,customer389@example.com,26-05-2023 00:00:00,Platinum,50,759
390,John,Smith,customer390@example.com,30-01-2023 00:00:00,Silver,38,875
391,John,Johnson,customer391@example.com,07-07-2021 00:00:00,Platinum,27,1447
392,Mike,Jones,customer392@example.com,14-10-2020 00:00:00,Silver,34,1713
393,Sarah,Smith,customer393@example.com,05-04-2023 00:00:00,Bronze,15,810
394,David,Smith,customer394@example.com,12-09-2021 00:00:00,Bronze,32,1380
395,Jane,Garcia,customer395@example.com,02-10-2022 00:00:00,Platinum,21,995
396,Jane,Garcia,customer396@example.com,05-02-2020 00:00:00,Platinum,46,1965
397,Mike,Williams,customer397@example.com,13-01-2022 00:00:00,Bronze,5,1257
398,Jane,Garcia,customer398@example.com,18-12-2020 00:00:00,Silver,6,1648
399,John,Brown,customer399@example.com,13-03-2020 00:00:00,Bronze,38,1928
400,David,Johnson,customer400@example.com,09-10-2021 00:00:00,Platinum,22,1353
401,Emily,Johnson,customer401@example.com,08-10-2023 00:00:00,Bronze,18,624
402,Jane,Jones,customer402@example.com,29-12-2022 00:00:00,Platinum,14,907
403,John,Jones,customer403@example.com,28-02-2021 00:00:00,Platinum,10,1576
404,Emily,Johnson,customer404@example.com,25-09-2022 00:00:00,Bronze,46,1002
405,David,Jones,customer405@example.com,08-12-2021 00:00:00,Silver,13,1293
406,Emily,Williams,customer406@example.com,14-07-2021 00:00:00,Gold,31,1440
407,John,Garcia,customer407@example.com,07-04-2022 00:00:00,Bronze,30,1173
408,Sarah,Johnson,customer408@example.com,13-08-2022 00:00:00,Gold,3,1045
409,Sarah,Jones,customer409@example.com,31-05-2021 00:00:00,Bronze,30,1484
410,Emily,Johnson,customer410@example.com,03-03-2021 00:00:00,Gold,6,1573
411,Mike,Brown,customer411@example.com,08-06-2020 00:00:00,Silver,29,1841
412,Emily,Smith,customer412@example.com,28-05-2020 00:00:00,Silver,8,1852
413,Jane,Garcia,customer413@example.com,14-02-2022 00:00:00,Bronze,44,1225
414,Jane,Johnson,customer414@example.com,07-06-2023 00:00:00,Platinum,45,747
415,Sarah,Smith,customer415@example.com,07-03-2020 00:00:00,Gold,43,1934
416,Mike,Jones,customer416@example.com,10-10-2022 00:00:00,Platinum,44,987
417,John,Smith,customer417@example.com,15-01-2021 00:00:00,Platinum,33,1620
418,Jane,Garcia,customer418@example.com,27-02-2020 00:00:00,Platinum,17,1943
419,Sarah,Johnson,customer419@example.com,06-07-2023 00:00:00,Silver,48,718
420,David,Brown,customer420@example.com,07-12-2020 00:00:00,Bronze,11,1659
421,Sarah,Jones,customer421@example.com,27-02-2023 00:00:00,Bronze,13,847
422,Jane,Johnson,customer422@example.com,27-12-2021 00:00:00,Silver,50,1274
423,Jane,Garcia,customer423@example.com,10-04-2023 00:00:00,Silver,11,805
424,Sarah,Jones,customer424@example.com,08-02-2022 00:00:00,Bronze,31,1231
425,John,Williams,customer425@example.com,05-09-2021 00:00:00,Platinum,28,1387
426,Emily,Smith,customer426@example.com,17-05-2023 00:00:00,Gold,44,768
427,Jane,Garcia,customer427@example.com,19-12-2020 00:00:00,Gold,6,1647
428,Sarah,Williams,customer428@example.com,25-04-2020 00:00:00,Gold,41,1885
429,Sarah,Johnson,customer429@example.com,11-07-2023 00:00:00,Platinum,16,713
430,Mike,Brown,customer430@example.com,23-10-2021 00:00:00,Bronze,4,1339
431,Emily,Jones,customer431@example.com,28-03-2021 00:00:00,Silver,35,1548
432,David,Smith,customer432@example.com,13-10-2020 00:00:00,Bronze,48,1714
433,John,Jones,customer433@example.com,19-08-2023 00:00:00,Platinum,26,674
434,David,Johnson,customer434@example.com,13-10-2022 00:00:00,Silver,12,984
435,Emily,Jones,customer435@example.com,06-11-2020 00:00:00,Platinum,11,1690
436,Emily,Smith,customer436@example.com,26-07-2020 00:00:00,Gold,37,1793
437,Emily,Johnson,customer437@example.com,09-09-2021 00:00:00,Gold,25,1383
438,David,Jones,customer438@example.com,21-03-2021 00:00:00,Platinum,18,1555
439,Emily,Brown,customer439@example.com,31-10-2021 00:00:00,Silver,19,1331
440,Sarah,Garcia,customer440@example.com,24-09-2021 00:00:00,Silver,23,1368
441,David,Johnson,customer441@example.com,24-02-2020 00:00:00,Bronze,38,1946
442,Emily,Garcia,customer442@example.com,30-06-2022 00:00:00,Gold,18,1089
443,Sarah,Johnson,customer443@example.com,01-11-2022 00:00:00,Bronze,26,965
444,Mike,Brown,customer444@example.com,18-10-2021 00:00:00,Bronze,6,1344
445,Emily,Garcia,customer445@example.com,24-11-2023 00:00:00,Platinum,4,577
446,David,Williams,customer446@example.com,06-09-2022 00:00:00,Platinum,44,1021
447,Jane,Smith,customer447@example.com,29-05-2021 00:00:00,Bronze,29,1486
448,Emily,Williams,customer448@example.com,24-08-2020 00:00:00,Gold,34,1764
449,Jane,Jones,customer449@example.com,26-07-2023 00:00:00,Platinum,17,698
450,Sarah,Brown,customer450@example.com,13-12-2020 00:00:00,Bronze,43,1653
451,Mike,Williams,customer451@example.com,18-09-2021 00:00:00,Bronze,43,1374
452,John,Johnson,customer452@example.com,01-02-2023 00:00:00,Bronze,16,873
453,Mike,Jones,customer453@example.com,21-09-2021 00:00:00,Bronze,2,1371
454,Emily,Jones,customer454@example.com,25-06-2023 00:00:00,Bronze,34,729
455,Jane,Williams,customer455@example.com,29-12-2020 00:00:00,Bronze,8,1637
456,Jane,Williams,customer456@example.com,16-11-2020 00:00:00,Platinum,13,1680
457,David,Brown,customer457@example.com,12-10-2020 00:00:00,Gold,42,1715
458,Jane,Smith,customer458@example.com,28-05-2020 00:00:00,Bronze,8,1852
459,David,Williams,customer459@example.com,12-01-2023 00:00:00,Silver,30,893
460,Sarah,Williams,customer460@example.com,09-02-2021 00:00:00,Platinum,32,1595
461,John,Garcia,customer461@example.com,04-09-2022 00:00:00,Platinum,36,1023
462,Emily,Johnson,customer462@example.com,31-03-2021 00:00:00,Bronze,47,1545
463,David,Garcia,customer463@example.com,10-03-2022 00:00:00,Platinum,30,1201
464,John,Garcia,customer464@example.com,30-03-2023 00:00:00,Bronze,1,816
465,Jane,Jones,customer465@example.com,09-10-2022 00:00:00,Gold,43,988
466,Jane,Smith,customer466@example.com,22-02-2022 00:00:00,Gold,39,1217
467,John,Johnson,customer467@example.com,04-04-2021 00:00:00,Platinum,17,1541
468,Jane,Brown,customer468@example.com,07-01-2022 00:00:00,Platinum,20,1263
469,Sarah,Brown,customer469@example.com,23-05-2021 00:00:00,Silver,24,1492
470,Sarah,Williams,customer470@example.com,25-04-2021 00:00:00,Platinum,50,1520
471,John,Williams,customer471@example.com,23-04-2020 00:00:00,Silver,22,1887
472,David,Brown,customer472@example.com,18-01-2022 00:00:00,Gold,29,1252
473,David,Williams,customer473@example.com,26-12-2020 00:00:00,Gold,22,1640
474,John,Smith,customer474@example.com,06-12-2020 00:00:00,Bronze,44,1660
475,David,Garcia,customer475@example.com,08-02-2022 00:00:00,Gold,9,1231
476,David,Williams,customer476@example.com,30-01-2022 00:00:00,Silver,37,1240
477,Sarah,Jones,customer477@example.com,26-08-2022 00:00:00,Platinum,10,1032
478,David,Williams,customer478@example.com,24-03-2021 00:00:00,Bronze,36,1552
479,Mike,Johnson,customer479@example.com,14-04-2022 00:00:00,Silver,37,1166
480,Emily,Smith,customer480@example.com,18-04-2023 00:00:00,Platinum,28,797
481,Jane,Johnson,customer481@example.com,01-12-2023 00:00:00,Bronze,28,570
482,Mike,Johnson,customer482@example.com,04-05-2023 00:00:00,Gold,42,781
483,David,Jones,customer483@example.com,06-11-2020 00:00:00,Silver,43,1690
484,Sarah,Smith,customer484@example.com,18-09-2020 00:00:00,Platinum,21,1739
485,John,Smith,customer485@example.com,13-12-2023 00:00:00,Bronze,24,558
486,David,Smith,customer486@example.com,09-02-2021 00:00:00,Bronze,42,1595
487,Sarah,Smith,customer487@example.com,22-05-2020 00:00:00,Gold,40,1858
488,Emily,Smith,customer488@example.com,07-12-2020 00:00:00,Platinum,2,1659
489,David,Jones,customer489@example.com,01-09-2023 00:00:00,Gold,8,661
490,John,Williams,customer490@example.com,29-01-2023 00:00:00,Gold,48,876
491,Sarah,Johnson,customer491@example.com,31-08-2020 00:00:00,Platinum,27,1757
492,Sarah,Smith,customer492@example.com,04-05-2021 00:00:00,Platinum,22,1511
493,Sarah,Williams,customer493@example.com,12-01-2020 00:00:00,Platinum,37,1989
494,Emily,Williams,customer494@example.com,16-06-2023 00:00:00,Silver,27,738
495,David,Johnson,customer495@example.com,14-07-2021 00:00:00,Platinum,29,1440
496,Emily,Jones,customer496@example.com,11-02-2020 00:00:00,Bronze,3,1959
497,Jane,Brown,customer497@example.com,08-11-2021 00:00:00,Gold,44,1323
498,Jane,Brown,customer498@example.com,16-08-2021 00:00:00,Silver,13,1407
499,David,Williams,customer499@example.com,23-12-2023 00:00:00,Platinum,45,548
500,Emily,Garcia,customer500@example.com,27-03-2023 00:00:00,Silver,10,819
501,John,Garcia,customer501@example.com,24-05-2023 00:00:00,Platinum,36,761
502,Sarah,Johnson,customer502@example.com,13-05-2020 00:00:00,Silver,9,1867
503,Sarah,Brown,customer503@example.com,26-12-2022 00:00:00,Gold,27,910
504,David,Williams,customer504@example.com,27-10-2022 00:00:00,Gold,34,970
505,Jane,Jones,customer505@example.com,05-08-2022 00:00:00,Bronze,1,1053
506,Jane,Brown,customer506@example.com,13-03-2020 00:00:00,Bronze,32,1928
507,Sarah,Williams,customer507@example.com,02-02-2021 00:00:00,Platinum,25,1602
508,David,Williams,customer508@example.com,29-11-2023 00:00:00,Gold,29,572
509,Emily,Smith,customer509@example.com,31-07-2021 00:00:00,Silver,7,1423
510,Jane,Jones,customer510@example.com,08-05-2022 00:00:00,Silver,49,1142
511,Emily,Smith,customer511@example.com,09-05-2020 00:00:00,Silver,3,1871
512,Jane,Johnson,customer512@example.com,19-07-2022 00:00:00,Bronze,20,1070
513,Jane,Smith,customer513@example.com,14-05-2023 00:00:00,Silver,20,771
514,Mike,Smith,customer514@example.com,22-09-2020 00:00:00,Bronze,30,1735
515,Jane,Brown,customer515@example.com,03-03-2022 00:00:00,Bronze,35,1208
516,John,Garcia,customer516@example.com,09-09-2020 00:00:00,Platinum,35,1748
517,David,Williams,customer517@example.com,01-04-2022 00:00:00,Silver,49,1179
518,David,Jones,customer518@example.com,05-08-2023 00:00:00,Silver,39,688
519,Emily,Smith,customer519@example.com,12-06-2020 00:00:00,Gold,27,1837
520,Jane,Jones,customer520@example.com,04-04-2020 00:00:00,Platinum,26,1906
521,John,Garcia,customer521@example.com,12-04-2022 00:00:00,Gold,14,1168
522,Emily,Garcia,customer522@example.com,07-02-2023 00:00:00,Platinum,17,867
523,Mike,Smith,customer523@example.com,01-12-2020 00:00:00,Silver,18,1665
524,Emily,Johnson,customer524@example.com,01-04-2022 00:00:00,Bronze,45,1179
525,Emily,Smith,customer525@example.com,25-08-2020 00:00:00,Bronze,29,1763
526,Jane,Brown,customer526@example.com,15-01-2021 00:00:00,Bronze,20,1620
527,Mike,Williams,customer527@example.com,30-12-2023 00:00:00,Bronze,27,541
528,Emily,Johnson,customer528@example.com,17-06-2022 00:00:00,Bronze,18,1102
529,John,Smith,customer529@example.com,27-04-2021 00:00:00,Gold,4,1518
530,John,Jones,customer530@example.com,20-06-2022 00:00:00,Platinum,1,1099
531,David,Johnson,customer531@example.com,14-11-2022 00:00:00,Silver,50,952
532,Mike,Johnson,customer532@example.com,14-02-2023 00:00:00,Gold,1,860
533,Mike,Smith,customer533@example.com,26-04-2021 00:00:00,Platinum,26,1519
534,David,Johnson,customer534@example.com,16-11-2023 00:00:00,Bronze,45,585
535,Emily,Jones,customer535@example.com,05-07-2022 00:00:00,Platinum,20,1084
536,Mike,Garcia,customer536@example.com,20-09-2022 00:00:00,Platinum,23,1007
537,John,Johnson,customer537@example.com,21-08-2022 00:00:00,Bronze,10,1037
538,John,Garcia,customer538@example.com,20-06-2021 00:00:00,Bronze,11,1464
539,Jane,Jones,customer539@example.com,07-01-2023 00:00:00,Bronze,41,898
540,Mike,Smith,customer540@example.com,11-04-2023 00:00:00,Silver,41,804
541,Emily,Williams,customer541@example.com,01-11-2022 00:00:00,Bronze,5,965
542,David,Johnson,customer542@example.com,07-05-2020 00:00:00,Silver,1,1873
543,David,Williams,customer543@example.com,01-04-2020 00:00:00,Bronze,17,1909
544,Emily,Jones,customer544@example.com,26-06-2021 00:00:00,Silver,22,1458
545,Sarah,Johnson,customer545@example.com,25-04-2022 00:00:00,Platinum,34,1155
546,Jane,Garcia,customer546@example.com,15-09-2022 00:00:00,Gold,45,1012
547,David,Brown,customer547@example.com,22-03-2021 00:00:00,Platinum,41,1554
548,Mike,Williams,customer548@example.com,24-01-2021 00:00:00,Platinum,29,1611
549,Jane,Johnson,customer549@example.com,02-11-2021 00:00:00,Bronze,4,1329
550,Mike,Williams,customer550@example.com,12-02-2020 00:00:00,Silver,5,1958
551,John,Johnson,customer551@example.com,10-09-2020 00:00:00,Gold,11,1747
552,Jane,Smith,customer552@example.com,27-02-2023 00:00:00,Bronze,21,847
553,David,Garcia,customer553@example.com,19-12-2022 00:00:00,Bronze,35,917
554,Jane,Williams,customer554@example.com,24-10-2021 00:00:00,Bronze,12,1338
555,Jane,Brown,customer555@example.com,11-04-2021 00:00:00,Platinum,26,1534
556,Jane,Brown,customer556@example.com,13-10-2020 00:00:00,Silver,19,1714
557,Sarah,Jones,customer557@example.com,07-10-2022 00:00:00,Silver,45,990
558,Jane,Johnson,customer558@example.com,16-02-2022 00:00:00,Gold,7,1223
559,Mike,Williams,customer559@example.com,10-12-2020 00:00:00,Silver,47,1656
560,John,Jones,customer560@example.com,03-10-2021 00:00:00,Silver,7,1359
561,Emily,Williams,customer561@example.com,16-01-2021 00:00:00,Bronze,26,1619
562,Jane,Johnson,customer562@example.com,20-11-2021 00:00:00,Bronze,40,1311
563,David,Brown,customer563@example.com,30-06-2023 00:00:00,Platinum,5,724
564,Jane,Smith,customer564@example.com,15-12-2022 00:00:00,Bronze,21,921
565,David,Brown,customer565@example.com,01-04-2021 00:00:00,Bronze,14,1544
566,Mike,Jones,customer566@example.com,09-09-2022 00:00:00,Bronze,4,1018
567,David,Garcia,customer567@example.com,23-03-2020 00:00:00,Bronze,23,1918
568,Emily,Smith,customer568@example.com,27-01-2023 00:00:00,Platinum,42,878
569,John,Jones,customer569@example.com,28-05-2020 00:00:00,Bronze,20,1852
570,David,Johnson,customer570@example.com,14-09-2023 00:00:00,Gold,15,648
571,David,Smith,customer571@example.com,25-03-2023 00:00:00,Gold,50,821
572,John,Jones,customer572@example.com,08-07-2020 00:00:00,Gold,45,1811
573,Emily,Johnson,customer573@example.com,01-06-2022 00:00:00,Gold,29,1118
574,Jane,Brown,customer574@example.com,19-09-2020 00:00:00,Bronze,8,1738
575,David,Garcia,customer575@example.com,08-01-2023 00:00:00,Gold,41,897
576,John,Johnson,customer576@example.com,03-02-2021 00:00:00,Bronze,48,1601
577,Mike,Williams,customer577@example.com,02-02-2022 00:00:00,Platinum,19,1237
578,John,Johnson,customer578@example.com,31-08-2021 00:00:00,Gold,48,1392
579,Mike,Johnson,customer579@example.com,07-07-2023 00:00:00,Silver,39,717
580,Emily,Garcia,customer580@example.com,23-02-2022 00:00:00,Gold,46,1216
581,Jane,Williams,customer581@example.com,10-04-2020 00:00:00,Gold,28,1900
582,John,Jones,customer582@example.com,14-10-2023 00:00:00,Bronze,46,618
583,Sarah,Jones,customer583@example.com,04-11-2023 00:00:00,Gold,27,597
584,David,Johnson,customer584@example.com,30-03-2022 00:00:00,Silver,4,1181
585,Emily,Williams,customer585@example.com,29-05-2023 00:00:00,Bronze,15,756
586,John,Williams,customer586@example.com,30-03-2022 00:00:00,Bronze,35,1181
587,David,Garcia,customer587@example.com,23-02-2021 00:00:00,Platinum,37,1581
588,John,Brown,customer588@example.com,03-05-2020 00:00:00,Platinum,1,1877
589,Mike,Jones,customer589@example.com,25-02-2021 00:00:00,Gold,3,1579
590,John,Garcia,customer590@example.com,08-06-2023 00:00:00,Platinum,47,746
591,Sarah,Smith,customer591@example.com,22-12-2022 00:00:00,Platinum,24,914
592,John,Jones,customer592@example.com,06-02-2022 00:00:00,Platinum,27,1233
593,John,Garcia,customer593@example.com,27-04-2021 00:00:00,Bronze,40,1518
594,Sarah,Jones,customer594@example.com,02-06-2021 00:00:00,Bronze,36,1482
595,Emily,Brown,customer595@example.com,03-06-2020 00:00:00,Bronze,34,1846
596,John,Smith,customer596@example.com,01-04-2020 00:00:00,Platinum,29,1909
597,Sarah,Brown,customer597@example.com,08-09-2022 00:00:00,Bronze,24,1019
598,David,Smith,customer598@example.com,30-03-2021 00:00:00,Platinum,24,1546
599,Mike,Johnson,customer599@example.com,20-08-2021 00:00:00,Bronze,42,1403
600,Mike,Garcia,customer600@example.com,24-05-2021 00:00:00,Bronze,4,1491
601,John,Smith,customer601@example.com,21-04-2023 00:00:00,Silver,3,794
602,Emily,Brown,customer602@example.com,20-01-2021 00:00:00,Gold,34,1615
603,Emily,Jones,customer603@example.com,08-02-2021 00:00:00,Platinum,49,1596
604,David,Smith,customer604@example.com,02-09-2020 00:00:00,Silver,23,1755
605,John,Garcia,customer605@example.com,11-01-2022 00:00:00,Bronze,23,1259
606,Mike,Smith,customer606@example.com,22-10-2021 00:00:00,Platinum,45,1340
607,Emily,Williams,customer607@example.com,11-10-2021 00:00:00,Bronze,5,1351
608,John,Jones,customer608@example.com,17-12-2023 00:00:00,Gold,31,554
609,Emily,Garcia,customer609@example.com,19-06-2022 00:00:00,Silver,41,1100
610,Sarah,Garcia,customer610@example.com,05-03-2020 00:00:00,Gold,6,1936
611,Emily,Johnson,customer611@example.com,02-11-2022 00:00:00,Silver,37,964
612,Mike,Brown,customer612@example.com,31-07-2020 00:00:00,Bronze,10,1788
613,Jane,Johnson,customer613@example.com,29-08-2020 00:00:00,Gold,40,1759
614,David,Garcia,customer614@example.com,07-05-2021 00:00:00,Gold,7,1508
615,David,Jones,customer615@example.com,21-05-2023 00:00:00,Bronze,39,764
616,Mike,Smith,customer616@example.com,03-12-2020 00:00:00,Gold,38,1663
617,Emily,Smith,customer617@example.com,21-06-2020 00:00:00,Platinum,21,1828
618,John,Jones,customer618@example.com,02-11-2021 00:00:00,Silver,20,1329
619,Emily,Garcia,customer619@example.com,12-06-2020 00:00:00,Silver,3,1837
620,Mike,Smith,customer620@example.com,09-04-2021 00:00:00,Silver,22,1536
621,David,Smith,customer621@example.com,21-09-2022 00:00:00,Platinum,47,1006
622,Emily,Smith,customer622@example.com,11-05-2021 00:00:00,Silver,4,1504
623,David,Brown,customer623@example.com,30-11-2021 00:00:00,Bronze,28,1301
624,John,Brown,customer624@example.com,29-01-2021 00:00:00,Gold,12,1606
625,David,Williams,customer625@example.com,03-12-2021 00:00:00,Platinum,38,1298
626,David,Johnson,customer626@example.com,03-11-2020 00:00:00,Silver,36,1693
627,Jane,Jones,customer627@example.com,01-07-2020 00:00:00,Bronze,47,1818
628,Jane,Jones,customer628@example.com,20-09-2021 00:00:00,Gold,41,1372
629,Sarah,Jones,customer629@example.com,24-05-2021 00:00:00,Gold,5,1491
630,Jane,Williams,customer630@example.com,29-06-2021 00:00:00,Platinum,13,1455
631,David,Brown,customer631@example.com,15-09-2021 00:00:00,Platinum,23,1377
632,Mike,Garcia,customer632@example.com,16-08-2021 00:00:00,Platinum,50,1407
633,David,Garcia,customer633@example.com,13-01-2022 00:00:00,Bronze,30,1257
634,Mike,Williams,customer634@example.com,04-06-2023 00:00:00,Bronze,37,750
635,Mike,Garcia,customer635@example.com,30-12-2023 00:00:00,Platinum,25,541
636,Jane,Jones,customer636@example.com,16-12-2023 00:00:00,Silver,48,555
637,Emily,Johnson,customer637@example.com,07-07-2021 00:00:00,Gold,27,1447
638,John,Smith,customer638@example.com,21-01-2020 00:00:00,Gold,14,1980
639,Jane,Brown,customer639@example.com,07-07-2021 00:00:00,Bronze,48,1447
640,Jane,Brown,customer640@example.com,31-01-2021 00:00:00,Gold,47,1604
641,Emily,Williams,customer641@example.com,16-09-2021 00:00:00,Silver,36,1376
642,John,Brown,customer642@example.com,14-04-2020 00:00:00,Gold,39,1896
643,David,Jones,customer643@example.com,10-07-2020 00:00:00,Bronze,16,1809
644,Sarah,Garcia,customer644@example.com,17-01-2020 00:00:00,Bronze,22,1984
645,Sarah,Jones,customer645@example.com,17-02-2023 00:00:00,Silver,21,857
646,David,Williams,customer646@example.com,27-01-2021 00:00:00,Silver,21,1608
647,Jane,Jones,customer647@example.com,28-02-2021 00:00:00,Gold,8,1576
648,John,Garcia,customer648@example.com,08-05-2020 00:00:00,Gold,49,1872
649,Jane,Johnson,customer649@example.com,27-02-2023 00:00:00,Bronze,16,847
650,Mike,Williams,customer650@example.com,25-07-2021 00:00:00,Silver,31,1429
651,Jane,Johnson,customer651@example.com,29-01-2020 00:00:00,Silver,42,1972
652,Jane,Smith,customer652@example.com,25-01-2023 00:00:00,Silver,10,880
653,David,Johnson,customer653@example.com,30-10-2022 00:00:00,Gold,32,967
654,David,Smith,customer654@example.com,29-08-2020 00:00:00,Silver,34,1759
655,David,Smith,customer655@example.com,19-08-2020 00:00:00,Bronze,9,1769
656,Sarah,Johnson,customer656@example.com,27-02-2022 00:00:00,Bronze,17,1212
657,Mike,Williams,customer657@example.com,31-07-2023 00:00:00,Gold,11,693
658,David,Garcia,customer658@example.com,15-12-2021 00:00:00,Platinum,32,1286
659,John,Jones,customer659@example.com,28-01-2022 00:00:00,Gold,10,1242
660,Sarah,Jones,customer660@example.com,12-03-2022 00:00:00,Platinum,22,1199
661,Emily,Garcia,customer661@example.com,14-02-2022 00:00:00,Silver,17,1225
662,John,Smith,customer662@example.com,26-12-2021 00:00:00,Gold,4,1275
663,John,Smith,customer663@example.com,18-07-2020 00:00:00,Bronze,48,1801
664,David,Williams,customer664@example.com,02-08-2022 00:00:00,Silver,47,1056
665,Emily,Brown,customer665@example.com,19-03-2020 00:00:00,Bronze,25,1922
666,Emily,Johnson,customer666@example.com,13-08-2022 00:00:00,Silver,21,1045
667,Sarah,Smith,customer667@example.com,05-05-2022 00:00:00,Gold,37,1145
668,Emily,Jones,customer668@example.com,11-04-2023 00:00:00,Platinum,38,804
669,Mike,Williams,customer669@example.com,11-04-2021 00:00:00,Silver,49,1534
670,David,Johnson,customer670@example.com,03-08-2021 00:00:00,Platinum,1,1420
671,Emily,Williams,customer671@example.com,10-12-2023 00:00:00,Silver,25,561
672,Sarah,Johnson,customer672@example.com,28-07-2022 00:00:00,Bronze,36,1061
673,Mike,Johnson,customer673@example.com,24-03-2021 00:00:00,Bronze,17,1552
674,Jane,Garcia,customer674@example.com,27-03-2020 00:00:00,Silver,41,1914
675,Jane,Smith,customer675@example.com,10-04-2020 00:00:00,Platinum,24,1900
676,Mike,Williams,customer676@example.com,28-10-2022 00:00:00,Gold,2,969
677,Sarah,Williams,customer677@example.com,24-04-2022 00:00:00,Gold,40,1156
678,Mike,Garcia,customer678@example.com,08-05-2023 00:00:00,Bronze,15,777
679,David,Jones,customer679@example.com,27-03-2020 00:00:00,Gold,32,1914
680,David,Jones,customer680@example.com,12-02-2020 00:00:00,Bronze,39,1958
681,Jane,Smith,customer681@example.com,09-11-2023 00:00:00,Gold,6,592
682,Emily,Smith,customer682@example.com,29-12-2023 00:00:00,Silver,1,542
683,Sarah,Brown,customer683@example.com,11-02-2021 00:00:00,Bronze,47,1593
684,Jane,Garcia,customer684@example.com,25-10-2021 00:00:00,Bronze,23,1337
685,Emily,Jones,customer685@example.com,06-11-2022 00:00:00,Silver,39,960
686,Emily,Johnson,customer686@example.com,27-05-2020 00:00:00,Bronze,17,1853
687,David,Williams,customer687@example.com,03-10-2020 00:00:00,Gold,34,1724
688,John,Smith,customer688@example.com,19-08-2020 00:00:00,Gold,41,1769
689,John,Williams,customer689@example.com,31-12-2020 00:00:00,Bronze,29,1635
690,Mike,Williams,customer690@example.com,05-06-2023 00:00:00,Gold,9,749
691,David,Brown,customer691@example.com,11-03-2021 00:00:00,Platinum,13,1565
692,Emily,Jones,customer692@example.com,02-02-2021 00:00:00,Bronze,6,1602
693,Sarah,Smith,customer693@example.com,19-05-2023 00:00:00,Silver,6,766
694,John,Williams,customer694@example.com,15-11-2023 00:00:00,Platinum,20,586
695,Emily,Smith,customer695@example.com,13-05-2021 00:00:00,Bronze,3,1502
